City,Description,Temperature (F),Feels Like (F),Minimun Temp (F),Maximum Temp (F),Pressure,Humidty,Wind Speed,Time of Record,Sunrise (Local Time),Sunset (Local Time)
Mumbai,haze,84.18200000000002,88.10600000000002,84.18200000000002,84.18200000000002,1011,61,2.57,2023-11-21 03:54:50,2023-11-21 06:49:14,2023-11-21 17:59:45
